,Unnamed: 0,Author,Comments,Date,Ratings,Reviews,Title
7,7,Chris Hoekstra,43 people found this helpful. Was this review helpful to you?, December 20 2012,5.0 out of 5 stars,"This is my new EDC replacing the Tank007 703. I don't know why but I just love it. As any flashaholic knows, a flashlight is personal, especially one of few that gets carried around every day. I think I like the feel and the grip and the wide flood the most. Highly recommend!

Now on to the more practical part of the review so people can make an educated decision:
- This indeed runs well and bright on a Liion 3.7V 14500 battery and is much brighter
- The 14500 battery doesn't last long; in fact it lasts a bit less than my 10440 in my Tank 703
- The zoom becomes a bit loose after a while but not in a bad way, just easier to move and more prone to move when you don't want it.
- Mine arrive in full working order, my father in law's arrived Dead and he had to RMA it. Set your expectations low and you will be surprised.
- When zoomed out it is a great soft and beautiful flood light. When zoomed in to around 80% it is nice and focused and a good beam pattern with soft edges. When fully zoomed in it is a large magnification of the emitter and an ugly square with lines just like the emitter is. It doesn't bother me but should be stated for those purists out there that look strongly at beam pattern.
- It is a little heavy light for its size and quite thick compared to most 14500 lights but also feels short (don't think it is though). It feels more like a CR123 light. Kinda cool and refreshing
- Reverse clicky (what would you expect for $5) but it is a good tailcap that can stand.
- Threads are fairly smooth but the spring catches as you unscrew and makes it feel gritty when it really isn't.
- Anodizing is surprisingly strong as I have it in my pocket with lots of other metal lights and knives and all the rest are now black and silver were the coating has rubbed off this is solid and nothing has come off in several months. Impressive!

Overall it isn't the most competent light on the planet and a far cry from a high-end fenix light but for $5 and all the things it does right I would highly recommend it. Worst case it is a conversation piece, best case it becomes your new EDC like me.",Surprisingly cool light and a great value!
8,8,Tim Royston,Was this review helpful to you?, December 19 2012,4.0 out of 5 stars,"1st of all, I have some higher end CREE flashlights. They take the 18650 batteries. Although I do like this flashlight for the price, I was duped into buying more 18650 batteries for it and found out that it takes 14500 or AA batteries instead. The 'Frequently Bought Together' section showed 18650 batteries as though they were for this item. I bought up to 6 more batteries because I purchased 5 of these flashlights on 2 purchases. Now...I have to buy the 14500 batteries and find some use for the 18650's. I believe this is an AMAZON screw up, not the vender's. JUST BEWARE!!
When I received the 1st batch, there was only 1 of the 2 that I purchased in the package. I am waiting for a follow-up now. Will finish review later.",Flashlight nice for the price...BUT..PLEASE READ
9,9,C. Lee,Was this review helpful to you?, December 19 2012,3.0 out of 5 stars,First off I realize these are cheap. They are very bright but the battery last only a short period comprable to other LED flashlights. The other thing is when you are at narrow focus the beam is square to match the LED size.,"For the price great, but they have some issues."
0,0,aong714,Was this review helpful to you?, December 18 2012,5.0 out of 5 stars,"This is surprisingly bright for the size. I like how it uses a standard AA battery. Works well and very portable. I ordered a couple and the ones i received were gunmetal in color with an orange button. Looks way better than the black one in the picture. Don't even think twice, this is worth the money. Not 300 lumen, but what do you expect for less than six dollars.",nice flashlight
1,1,Chess,Was this review helpful to you?, December 18 2012,5.0 out of 5 stars,"I have an assortment of SODIAL, UltraFire and another brand which have all worked well for me. All these lights really work best with a 14500 battery. However if you working in a shop or around the house - you may want to use an AA battery so it will not be so bright!! Got 10 of these for Christmas presents.",Another excellent small flashlight that puts out a lot of light.
2,2,devnulled,Was this review helpful to you?, December 17 2012,5.0 out of 5 stars,"Make sure you get the right batteries (not the frequently purchased ones shown on sales page), you need the lithium 14500 batteries (http://www.amazon.com/gp/product/B0035H9A1K/ref=cm_cr_ryp_prd_ttl_sol_3) that are more AA battery sized not the larger ones. Other than that the focus is done by sliding the lens cap end forward and back, it does a decent job lighting up an area and spot focus shows the shape of the LED inside at close range. For the price I can see one being tossed in each vehicle with a cigarette lighter plug charger. Just remember not to place your LI-ON batteries in a regular NiCad or NiMH charger as it could cause it to explode.",Excellent Flashlights for the price
3,3,Philth,Was this review helpful to you?, December 17 2012,4.0 out of 5 stars,"Pretty nice flashlight. Brought it out for a winter camping trip and found the light to be a great brightness for night time use. I find the slide focus absolutely useless since it can easy be hit back out of focus by anything. This light is NOT 300lm from what i can tell from using it, so one star gone for that.",Not bad for the price!
4,4,amusch,Was this review helpful to you?, December 16 2012,4.0 out of 5 stars,"They are a lot brighter and much more solid than those ""free"" ones you can get at Harbor Freight. The only downside is that you have to buy them....

I like the focus feature too.",They're Bright and Solid
5,5,Walter,Was this review helpful to you?, December 16 2012,5.0 out of 5 stars,The square beam is a trade off I am willing to make for this $5 edc. The adjustable slide is very smooth,Worth $5 all day
6,6,KC,Was this review helpful to you?, December 15 2012,5.0 out of 5 stars,Shipment is very fast and on time. The price is right. Love the product and it works as expected. Thanks.,Great product
7,7,Larry Ausle,Was this review helpful to you?, December 14 2012,5.0 out of 5 stars,"I received this light yesterday. It took about 3 weeks to arrive from Hong Kong. I was actually amazed how bright it is. Blindingly so. Focuses from beam to spot. I'm using it with a 2000 mAh NiMH AA battery. It seems to be made of pretty resilient materials (machined aluminum). The strobe mode was an added plus not mentioned in the specs. I plan to use the light as a backup signal device for night kayaking. Haven't tested water resistance yet but the threads are O-ring sealed. I was so impressed, I just ordered 3 more. For the price, why not?",Better than expected
8,8,Jon E Jimenez,Was this review helpful to you?, December 12 2012,5.0 out of 5 stars,"Great product, took sometime to receive, but once i got it, i was amazed how well built it was and how bright it was and im using regular AA batteries. Its a great little light to carry around, and for the price you cannot go wrong",love it
9,9,Millenwagon,Was this review helpful to you?, December 12 2012,4.0 out of 5 stars,I am no flashlight expert so I can't comment on the brightness or battery powered life but for $5 and free shipping you better believe it is worth grabbing and setting next to your bed or on walks and night with your dog.,Good for the money
